,title,artist,rank,total_swear,percent_swear
468,All Fall Down,Five Star,65,0,0.0
469,All Falls Down,Kanye West Featuring Syleena Johnson,9,3,0.00911854103343465
470,All Fired Up,Pat Benatar,19,0,0.0
471,All For Love,Bryan Adams/Rod Stewart/Sting,1,0,0.0
472,All For One,High School Musical 2 Cast,92,0,0.0
473,All For You,Janet,1,0,0.0
474,All For You,Sister Hazel,11,0,0.0
475,All Girls Are The Same,Juice WRLD,41,4,0.025806451612903226
476,All Gold Everything,Trinidad James,37,16,0.08080808080808081
477,All Good Things (Come To An End),Nelly Furtado,86,0,0.0
478,All I Ask,Adele,77,0,0.0
479,All I Ask For Anymore,Trace Adkins,95,0,0.0
480,All I Do,Somethin' For The People,47,3,0.02040816326530612
481,All I Do Is Think Of You,Troop,48,0,0.0
482,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",26,4,0.010075566750629723
483,All I Ever Wanted,Chuck Wicks,90,0,0.0
484,All I Ever Wanted,Kelly Clarkson,96,0,0.0
485,All I Got,Rod Wave,71,12,0.05357142857142857
486,All I Have,Jennifer Lopez Featuring LL Cool J,1,0,0.0
487,All I Have To Give,Backstreet Boys,5,0,0.0
488,All I Know,The Weeknd Featuring Future,83,25,0.08680555555555555
489,All I Know Is The Way I Feel,The Pointer Sisters,98,0,0.0
490,All I Know So Far,P!nk,74,4,0.016129032258064516
491,All I Need,Jack Wagner,2,0,0.0
492,All I Need Is A Miracle,Mike + The Mechanics,5,0,0.0
493,All I Need Is You,Blue Train,51,0,0.0
494,All I Need To Know,Bette Midler,77,0,0.0
495,All I Wanna Do,Sheryl Crow,2,0,0.0
496,All I Wanna Do Is Make Love To You,Heart,2,0,0.0
497,All I Want,Howard Jones,76,0,0.0
498,All I Want,Olivia Rodrigo,90,0,0.0
499,All I Want,Susanna Hoffs,79,1,0.009523809523809525
500,All I Want,Toad The Wet Sprocket,17,0,0.0
501,All I Want For Christmas Is You,Mariah Carey,1,0,0.0
502,All I Want For Christmas Is You,Michael Buble,99,0,0.0
503,All I Want Is You,Carly Simon,54,0,0.0
504,All I Want Is You,Miguel Featuring J. Cole,58,9,0.037815126050420166
505,All I Want Is You,U2,83,0,0.0
506,All I Want To Do,Sugarland,18,0,0.0
507,All I Wanted,Kansas,19,0,0.0
508,All I'm Missing Is You,"Glenn Medeiros Featuring Ray Parker, Jr.",32,0,0.0
509,All In,Lil Baby,45,5,0.020080321285140562
510,All In,YoungBoy Never Broke Again,67,2,0.010810810810810811
511,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,24,0,0.0
512,All Jacked Up,Gretchen Wilson,42,2,0.010869565217391304
513,All Kinds Of Kinds,Miranda Lambert,93,0,0.0
514,All Lips N' Hips,Electric Boys,81,1,0.003968253968253968
515,All Me,Drake Featuring 2 Chainz & Big Sean,40,35,0.06628787878787878
516,All Mine,Brent Faiyaz,62,5,0.022321428571428572
517,All Mine,Kanye West,31,16,0.07272727272727272
518,All My Friends,21 Savage,67,2,0.007017543859649123
519,All My Friends Say,Luke Bryan,59,0,0.0
520,All My Life,Foo Fighters,46,0,0.0
521,All My Life,K-Ci & JoJo,1,0,0.0
522,All My Life,Kenny Rogers,37,0,0.0
523,All My Life,Lil Durk Featuring J. Cole,5,13,0.03903903903903904
524,All Night,Beyonce,38,0,0.0
525,All Night Long,Billy Squier,78,0,0.0
526,All Night Long,Joe Walsh,19,0,0.0
527,All Night Long (All Night),Lionel Richie,1,0,0.0
528,All Night Parking (Interlude),Adele With Erroll Garner,53,0,0.0
529,All Night Thing,The Invisible Man's Band,45,2,0.011695906432748537
530,All Night With Me,Laura Branigan,72,0,0.0
531,All Of Me,John Legend,1,0,0.0
532,All Of My Days,Changing Faces (Featuring Jay-Z),65,0,0.0
533,All Of My Love,Bobby Caldwell,77,0,0.0
534,All Of The Girls You Loved Before,Taylor Swift,39,0,0.0
535,All Of The Lights,Kanye West,20,0,0.0
536,All On Me,Devin Dawson,52,0,0.0
537,All Or Nothing,O-Town,3,0,0.0
538,All Our Tomorrows,Eddie Schwartz,28,1,0.011111111111111112
539,All Out Of Love,Air Supply,2,0,0.0
540,All Over Me,Josh Turner,59,0,0.0
541,All Over The Road,Easton Corbin,51,0,0.0
542,All Over The World,Electric Light Orchestra,13,0,0.0
543,All Right,Christopher Cross,12,0,0.0
544,All Right Now,Pepsi & Shirlie,66,0,0.0
545,All Right Now,Rod Stewart,77,0,0.0
546,All She Wants Is,Duran Duran,26,0,0.0
547,All She Wants to Do Is Dance,Don Henley,10,0,0.0
548,All She Wrote,Firehouse,59,0,0.0
549,All Star,Smash Mouth,4,0,0.0
550,All Summer Long,Kid Rock,23,0,0.0
551,All Summer Long,The Rock Heroes,29,0,0.0
552,All That Glitters Isn't Gold,The Cover Girls,49,0,0.0
553,All That I Can Say,Mary J. Blige,48,0,0.0
554,All That Matters,Justin Bieber,24,0,0.0
555,All That She Wants,Ace Of Base,2,0,0.0
556,All The Above,Maino Featuring T-Pain,41,1,0.003472222222222222
557,All The Good Girls Go To Hell,Billie Eilish,46,3,0.024390243902439025
558,All The Kings Horses,The Firm,61,0,0.0
559,All The Man That I Need,Whitney Houston,1,0,0.0
560,All The Parties,Drake Featuring Chief Keef,26,4,0.014134275618374558
561,All The Places (I Will Kiss You),Aaron Hall,26,0,0.0
562,All The Pretty Girls,Kenny Chesney,63,0,0.0
563,All The Right Moves,Jennifer Warnes/Chris Thompson,86,0,0.0
564,All The Right Moves,OneRepublic,18,0,0.0
565,All The Small Things,blink-182,7,0,0.0
566,All The Stars,Kendrick Lamar & SZA,7,3,0.012345679012345678
567,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",Joe,11,2,0.007692307692307693
568,All The Things She Said,Simple Minds,29,0,0.0
569,All The Things She Said,t.A.T.u.,20,1,0.003816793893129771
570,All The Way Live,"Metro Boomin, Future & Lil Uzi Vert",61,0,0.0
571,All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,53,5,0.012690355329949238
572,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",29,7,0.024734982332155476
573,All These Things That I've Done,The Killers,74,0,0.0
574,All Things Considered,Yankee Grey,55,0,0.0
575,All This Love,Debarge,17,0,0.0
576,All This Time,Sting,6,0,0.0
577,All This Time,Tiffany,6,0,0.0
578,All Those Lies,Glenn Frey,41,0,0.0
579,All Those Years Ago,George Harrison,2,0,0.0
580,All Through The Night,Cyndi Lauper,5,0,0.0
581,All Through The Night,Tone-Loc,80,1,0.003134796238244514
582,All Time High,Rita Coolidge,37,0,0.0
583,All Time Low,Jon Bellion,20,6,0.022727272727272728
584,All To Myself,Dan + Shay,33,0,0.0
585,All Too Well (Taylor's Version),Taylor Swift,4,0,0.0
586,All Touch,Rough Trade,58,0,0.0
587,All True Man,Alexander O'Neal,43,0,0.0
588,All Up In Your Mind,Beyonce,70,1,0.0045662100456621
589,All We Know,The Chainsmokers Featuring Phoebe Ryan,38,0,0.0
590,All Woman,Lisa Stansfield,56,0,0.0
591,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,89,0,0.0
592,All You Wanted,Michelle Branch,7,0,0.0
593,All You Zombies,Hooters,61,0,0.0
594,All Your Life,The Band Perry,40,0,0.0
595,All-American Bitch,Olivia Rodrigo,13,5,0.04065040650406504
596,All-American Girl,Carrie Underwood,28,0,0.0
597,Allentown,Billy Joel,17,0,0.0
598,Allergic,Post Malone,78,1,0.010869565217391304
599,Allergies,Paul Simon,46,0,0.0
600,Allies,Heart,83,0,0.0
601,Almost,Bowling For Soup,46,0,0.0
602,Almost Doesn't Count,Brandy,16,0,0.0
603,Almost Hear You Sigh,The Rolling Stones,50,0,0.0
604,Almost Home,Craig Morgan,59,0,0.0
605,Almost Home,Mary Chapin Carpenter,85,1,0.014925373134328358
606,Almost Is Never Enough,Ariana Grande & Nathan Sykes,82,0,0.0
607,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,20,0,0.0
608,Almost Maybes,Jordan Davis,43,2,0.011627906976744186
609,Almost Over You,Sheena Easton,25,0,0.0
610,Almost Saturday Night,Dave Edmunds,54,0,0.0
611,Alone,Bee Gees,28,0,0.0
612,Alone,Heart,1,0,0.0
613,Alone,Lasgo,83,0,0.0
614,Alone,Marshmello,28,0,0.0
615,Alone,Rod Wave,21,1,0.005405405405405406
616,Alone Again,Dokken,64,0,0.0
617,Alone Together,Fall Out Boy,71,0,0.0
618,Alone With You,Jake Owen,41,0,0.0
619,Alone With You,Tevin Campbell,76,0,0.0
620,Along Comes A Woman,Chicago,14,0,0.0
621,Alotta Cake,Gunna,89,5,0.013123359580052493
622,Alphabet St.,Prince,10,0,0.0
623,Already Callin' You Mine,Parmalee,91,0,0.0
624,Already Dead,Juice WRLD,61,7,0.022151898734177215
625,Already Gone,Kelly Clarkson,13,0,0.0
626,Already Gone,Sugarland,41,0,0.0
627,Already Missing You,"Gerald Levert & Eddie Levert, Sr.",77,0,0.0
628,Alright,Darius Rucker,30,0,0.0
629,Alright,Jamiroquai,78,1,0.005555555555555556
630,Alright,Janet Jackson,4,0,0.0
631,Alright,Kendrick Lamar,81,4,0.011494252873563218
632,Always,Atlantic Starr,2,0,0.0
633,Always,Bon Jovi,4,0,0.0
634,Always,Erasure,20,0,0.0
635,Always,Firefall,59,0,0.0
636,Always,Saliva,52,0,0.0
637,Always And Forever,Luther Vandross,59,0,0.0
638,Always And Forever,Whistle,38,0,0.0
639,Always Be My Baby,David Cook,67,0,0.0
640,Always Be My Baby,Mariah Carey,1,0,0.0
641,Always Do,The Kid LAROI,83,10,0.050505050505050504
642,Always In My Heart,Tevin Campbell,20,3,0.011111111111111112
643,Always On My Mind,Pet Shop Boys,4,0,0.0
644,Always On My Mind,SWV,54,0,0.0
645,Always On My Mind,Willie Nelson,5,0,0.0
646,Always On Time,Ja Rule Featuring Ashanti,1,10,0.030120481927710843
647,Always On Your Side,Sheryl Crow & Sting,35,0,0.0
648,Always Remember Us This Way,Lady Gaga,50,1,0.007751937984496124
649,Always Something There To Remind Me,Naked Eyes,8,0,0.0
650,Always Strapped,Birdman Featuring Lil Wayne,54,24,0.05955334987593052
651,Always The Last To Know,Del Amitri,30,0,0.0
652,Always The Love Songs,Eli Young Band,71,0,0.0
653,Always There For You,Stryper,71,0,0.0
654,Always Tomorrow,Gloria Estefan,83,0,0.0
655,Alyssa Lies,Jason Michael Carroll,65,0,0.0
656,Am I Dreaming,"Metro Boomin, A$AP Rocky & Roisee",51,0,0.0
657,Am I Forgiven,Isle Of Man,90,0,0.0
658,Am I The Only One,Aaron Lewis,14,5,0.032679738562091505
659,Am I The Only One,Dierks Bentley,39,3,0.019736842105263157
660,Am I The Same Girl,Swing Out Sister,45,0,0.0
661,Am I Wrong,Love Spit Love,85,0,0.0
662,Am I Wrong,Nico & Vinz,4,0,0.0
663,Amanda,Boston,1,0,0.0
664,Amargura,Karol G,90,0,0.0
665,Amarillo Sky,Jason Aldean,63,0,0.0
666,Amazed,Lonestar,1,0,0.0
667,Amazing,Aerosmith,24,0,0.0
668,Amazing,Josh Kelley,79,0,0.0
669,Amazing,Kanye West Featuring Young Jeezy,81,0,0.0
670,Ambition,Wale Featuring Meek Mill & Rick Ross,81,7,0.020289855072463767
671,Amen,Drake Featuring Teezo Touchdown,15,0,0.0
672,Amen,Edens Edge,83,0,0.0
673,Amen,Meek Mill Featuring Drake,57,14,0.03357314148681055
674,America,Neil Diamond,8,0,0.0
675,America,Prince And The Revolution,46,0,0.0
676,American Baby,Dave Matthews Band,19,0,0.0
677,American Boy,Estelle Featuring Kanye West,9,2,0.005249343832020997
678,American Child,Phil Vassar,48,0,0.0
679,American Country Love Song,Jake Owen,55,0,0.0
680,American Girl,Bonnie McKee,89,0,0.0
681,American Heartbeat,Survivor,17,0,0.0
682,American Honey,Lady Antebellum,25,0,0.0
683,American Idiot,Green Day,61,1,0.010416666666666666
684,American Kids,Kenny Chesney,24,0,0.0
685,American Life,Madonna,52,6,0.025
686,American Made,The Oak Ridge Boys,72,0,0.0
687,American Music,The Pointer Sisters,16,0,0.0
688,American Oxygen,Rihanna,91,0,0.0
689,American Pie,Madonna,29,0,0.0
690,American Ride,Toby Keith,35,2,0.011695906432748537
691,American Saturday Night,Brad Paisley,67,0,0.0
692,American Soldier,Toby Keith,29,0,0.0
693,American Storm,Bob Seger,14,0,0.0
694,American Woman,Lenny Kravitz,49,0,0.0
695,Amish Paradise,"""Weird Al"" Yankovic",53,1,0.00411522633744856
696,Amnesia,5 Seconds Of Summer,37,0,0.0
697,Amnesia,Shalamar,73,0,0.0
698,Amor Eterno,Cristian Castro,78,0,0.0
699,Amor Genuino,Ozuna,92,0,0.0
700,Amped,Lil Uzi Vert,67,23,0.09349593495934959
701,An Honest Mistake,The Bravery,97,1,0.015625
702,An Innocent Man,Billy Joel,13,0,0.0
703,Anaconda,Nicki Minaj,2,25,0.06459948320413436
704,And I,Ciara,96,0,0.0
705,And I Am Telling You I'm Not Going,Jennifer Hudson,60,0,0.0
706,And Love Goes On,"Earth, Wind & Fire",59,0,0.0
707,And Our Feelings,Babyface,22,0,0.0
708,And She Was,Talking Heads,60,0,0.0
709,And So It Goes,Billy Joel,37,0,0.0
710,And The Beat Goes On,The Whispers,19,0,0.0
711,And The Cradle Will Rock...,Van Halen,55,0,0.0
712,And The Night Stood Still,Dion,75,0,0.0
713,And Then What,Young Jeezy Featuring Mannie Fresh,69,10,0.029411764705882353
714,And We Danced,Hooters,21,0,0.0
715,Andrea,Bad Bunny & Buscabulla,51,0,0.0
716,Angel,Aerosmith,3,0,0.0
717,Angel,Akon,56,0,0.0
718,Angel,Amanda Perez,20,0,0.0
719,Angel,Javier Colon,64,0,0.0
720,Angel,Jon Secada,19,0,0.0
721,Angel,Lionel Richie,70,0,0.0
722,Angel,Madonna,6,0,0.0
723,Angel,Natasha Bedingfield,67,0,0.0
724,Angel,Sarah McLachlan,4,0,0.0
725,Angel,Shaggy Featuring Rayvon,2,0,0.0
726,Angel Eyes,Love And Theft,33,0,0.0
727,Angel Eyes,The Jeff Healey Band,8,0,0.0
728,Angel In Blue,The J. Geils Band,40,0,0.0
729,Angel In Blue Jeans,Train,79,0,0.0
730,Angel In Disguise,Brandy,72,0,0.0
731,Angel In My Pocket,One To One,92,0,0.0
732,Angel Of Harlem,U2,14,0,0.0
733,Angel Of Mine,Monica,1,0,0.0
734,Angel Of The Morning,Juice Newton,4,0,0.0
735,Angel Say No,Tommy Tutone,38,0,0.0
736,Angelia,Richard Marx,4,0,0.0
737,Angeline,The Allman Brothers Band,59,1,0.008928571428571428
738,Angeline Is Coming Home,The Badlees,67,4,0.043478260869565216
739,Angelito,Don Omar,93,0,0.0
740,Angels,Robbie Williams,54,0,0.0
741,Angels Don't Always Have Wings,Thomas Rhett,69,1,0.008771929824561403
742,Angels In Waiting,Tammy Cochran,73,0,0.0
743,Angels On The Moon,Thriving Ivory,75,0,0.0
744,Angels Would Fall,Melissa Etheridge,51,0,0.0
745,Angry All The Time,Tim McGraw,38,0,0.0
746,Animal,Def Leppard,19,0,0.0
747,Animal,Glee Cast,62,0,0.0
748,Animal,Neon Trees,15,0,0.0
749,Animal I Have Become,Three Days Grace,60,2,0.017241379310344827
750,Animal Instinct,Commodores,43,0,0.0
751,Animals,Maroon 5,4,0,0.0
752,Animals,Martin Garrix,23,6,0.022900763358778626
753,Anna-Molly,Incubus,70,0,0.0
754,Annihilate,"Metro Boomin, Swae Lee, Lil Wayne & Offset",44,0,0.0
755,Anniversary,Tony Toni Tone,10,0,0.0
756,Another Brick In The Wall (Part II),Pink Floyd,1,0,0.0
757,Another Day In Paradise,Phil Collins,1,0,0.0
758,Another Dumb Blonde,Hoku,27,0,0.0
759,Another Heartache,Rod Stewart,52,0,0.0
760,Another Late Night,Drake Featuring Lil Yachty,29,31,0.09779179810725552
761,Another Like My Lover,Jasmine Guy,66,0,0.0
762,Another Night,Aretha Franklin,24,1,0.005747126436781609
763,Another Night,Real McCoy,3,0,0.0
764,Another Nine Minutes,Yankee Grey,74,0,0.0
765,Another One Bites The Dust,Glee Cast,79,0,0.0
766,Another One Bites The Dust,Queen,1,0,0.0
767,Another Part Of Me,Michael Jackson,11,0,0.0
768,Another Postcard (Chimps),Barenaked Ladies,82,1,0.004761904761904762
769,Another Round,Fat Joe Featuring Chris Brown,80,9,0.020454545454545454
770,Another Sad Love Song,Toni Braxton,8,0,0.0
771,Another Side Of You,Joe Nichols,100,0,0.0
772,Another Sleepless Night,Anne Murray,44,0,0.0
773,Another Ticket,Eric Clapton,78,0,0.0
774,Another Try,Josh Turner Featuring Trisha Yearwood,96,0,0.0
775,Another Way,Tevin Campbell,100,1,0.009345794392523364
776,Another Way To Die,Disturbed,81,0,0.0
777,Another Way to Die,Jack White & Alicia Keys,82,0,0.0
778,"Another You, Another Me",Brady Seals,91,0,0.0
779,Anotherloverholenyohead,Prince And The Revolution,63,0,0.0
780,Answering Machine,Rupert Holmes,32,0,0.0
781,Anti-Hero,Taylor Swift,1,1,0.0064516129032258064
782,Antidote,Travis Scott,16,5,0.016666666666666666
783,Antisocial,Ed Sheeran & Travis Scott,62,1,0.004878048780487805
784,Any Day Now,Ronnie Milsap,14,0,0.0
785,Any Love,Luther Vandross,46,0,0.0
786,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,31,0,0.0
787,Any Ol' Barstool,Jason Aldean,52,1,0.006535947712418301
788,Any Other Night,Sharissa,72,1,0.005208333333333333
789,"Any Time, Any Place/And On And On",Janet Jackson,2,3,0.02127659574468085
790,Any Way You Want It,Journey,23,0,0.0
791,Anybody,Young Thug Featuring Nicki Minaj,89,10,0.02610966057441253
792,Anyone,Demi Lovato,56,1,0.0070921985815602835
793,Anyone,Justin Bieber,6,0,0.0
794,Anyone Can See,Irene Cara,42,0,0.0
795,Anyone Else,Collin Raye,37,0,0.0
796,Anyone Else But You,Michael Cera & Ellen Page,98,0,0.0
797,Anything,3T,15,0,0.0
798,Anything,JAY-Z,55,4,0.011695906432748537
799,Anything At All,Mitch Malloy,49,1,0.0196078431372549
800,Anything But Down,Sheryl Crow,49,0,0.0
801,Anything But Mine,Kenny Chesney,52,0,0.0
802,Anything Can Happen,Was (Not Was),75,0,0.0
803,Anything Could Happen,Ellie Goulding,47,0,0.0
804,Anything For You,Gloria Estefan & Miami Sound Machine,1,0,0.0
805,Anything Goes,Florida Georgia Line,55,2,0.007905138339920948
806,Anything Goes,Randy Houser,93,3,0.02912621359223301
807,Anything I Want,Kevin Paige,32,0,0.0
808,Anything Is Possible,Debbie Gibson,26,0,0.0
809,Anything Like Me,Brad Paisley,48,0,0.0
810,Anytime,McAuley Schenker Group,69,0,0.0
811,Anytime You Need A Friend,Mariah Carey,12,0,0.0
812,Anyway,Martina McBride,48,0,0.0
813,Anywhere,112 Featuring Lil'z,15,0,0.0
814,Anywhere With You,Jake Owen,46,0,0.0
815,Anywhere With You,Rubber Rodeo,86,0,0.0
816,Apologize,Kris Allen,66,0,0.0
817,Apologize,Timbaland Featuring OneRepublic,2,0,0.0
818,Apparently,J. Cole,58,7,0.023178807947019868
819,Applause,Lady Gaga,4,0,0.0
820,Aqui Te Espero,Ivan Cornejo,89,0,0.0
821,Arab Money,Busta Rhymes Featuring Ron Browz,86,3,0.009771986970684038
822,Arc Of A Diver,Steve Winwood,48,0,0.0
823,Arcade,Duncan Laurence,38,0,0.0
824,Are We Cuttin',Pastor Troy Featuring Ms. Jade,96,28,0.07865168539325842
825,Are We Ourselves?,The Fixx,16,0,0.0
826,Are You Getting Enough Happiness,Hot Chocolate,65,0,0.0
827,Are You Gonna Be My Girl,Jet,32,0,0.0
828,Are You Gonna Kiss Me Or Not,Thompson Square,33,0,0.0
829,Are You Happy Now?,Michelle Branch,16,0,0.0
830,Are You Jimmy Ray?,Jimmy Ray,13,0,0.0
831,Are You Serious,Tyrone Davis,57,0,0.0
832,Are You Sure,So,41,0,0.0
833,Are You That Somebody?,Aaliyah,21,0,0.0
834,Area Codes,Kaliii,33,11,0.04824561403508772
835,Area Codes,Ludacris Featuring Nate Dogg,24,5,0.011312217194570135
836,Argentina,Gunna,67,5,0.019305019305019305
837,Armageddon It,Def Leppard,3,0,0.0
838,Armed And Dangerous,Juice WRLD,44,13,0.04262295081967213
839,Arms,Christina Perri,97,0,0.0
840,Around Me,Metro Boomin Featuring Don Toliver,53,0,0.0
841,Around The Way Girl,LL Cool J,12,0,0.0
842,Around The World,Daft Punk,61,0,0.0
843,Arthur's Theme (Best That You Can Do),Christopher Cross,1,0,0.0
844,As Good As I Once Was,Toby Keith,28,2,0.013333333333333334
845,As I Am,Justin Bieber Featuring Khalid,72,0,0.0
846,As I Lay Me Down,Sophie B. Hawkins,6,0,0.0
847,As If,Sara Evans,67,0,0.0
848,As It Was,Harry Styles,1,0,0.0
849,As Long As I Can Dream,Expose,55,0,0.0
850,As Long As It Matters,Gin Blossoms,75,0,0.0
851,As Long As You Follow,Fleetwood Mac,48,0,0.0
852,As Long As You Love Me,Justin Bieber Featuring Big Sean,6,0,0.0
853,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,34,0,0.0
854,As We Lay,Dana,61,0,0.0
855,As We Lay,Kelly Price,69,0,0.0
856,As We Lay,Shirley Murdock,23,0,0.0
857,As Your Friend,Afrojack Featuring Chris Brown,88,6,0.040268456375838924
858,Ascension (Don't Ever Wonder),Maxwell,36,0,0.0
859,Ashes By Now,Lee Ann Womack,45,0,0.0
860,Ashes By Now,Rodney Crowell,39,0,0.0
861,Ask Me How I Know,Garth Brooks,76,0,0.0
862,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,20,0,0.0
863,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,15,5,0.02032520325203252
864,Ass Like That,Eminem,67,10,0.026525198938992044
865,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,30,12,0.028169014084507043
866,Astronaut In The Ocean,Masked Wolf,6,6,0.023809523809523808
867,Astrothunder,Travis Scott,48,0,0.0
868,At Night I Pray,Wild Orchid,63,0,0.0
869,At The Beginning,Richard Marx & Donna Lewis,48,0,0.0
870,At The Club,Jacquees X DeJ Loaf,86,1,0.005747126436781609
871,At The Stars,Better Than Ezra,78,0,0.0
872,At This Moment,Billy Vera & The Beaters,1,0,0.0
873,At Your Best (You Are Love),Aaliyah,6,0,0.0
874,Athena,The Who,28,0,0.0
875,Atlanta Lady (Something About Your Love),Marty Balin,27,0,0.0
876,Atlas,Coldplay,75,0,0.0
877,Atomic,Blondie,40,0,0.0
878,Attack Of The Name Game,Stacy Lattisaw,70,0,0.0
879,Attention,Charlie Puth,5,0,0.0
880,Attention,Doja Cat,31,11,0.03832752613240418
881,Attention,The Weeknd,96,1,0.007518796992481203
882,August,Taylor Swift,73,0,0.0
883,Auld Lang Syne,Kenny G,8,1,0.0005824111822947001
884,Austin,Blake Shelton,19,0,0.0
885,Autograph,John Denver,56,0,0.0
886,Automatic,Miranda Lambert,40,0,0.0
887,Automatic,The Pointer Sisters,5,0,0.0
888,Automatic Lover (Call For Love),Real McCoy,52,0,0.0
889,Automatic Man,Michael Sembello,36,0,0.0
890,Ava Adore,The Smashing Pumpkins,42,0,0.0
891,Avalanche,Migos,86,23,0.04703476482617587
892,Aw Naw,Chris Young,45,0,0.0
893,Awake,Letters To Cleo,88,0,0.0
894,Awake And Alive,Skillet,100,0,0.0
895,Award Tour,A Tribe Called Quest,50,2,0.005063291139240506
896,Away From Home,Drake,32,17,0.041666666666666664
